Time [s],Raw altitude [km],Raw speed [m/s],Smoothed altitude [km],Smoothed speed [m/s],Downrange distance [km],Horizontal speed [m/s],Vertical speed [m/s],Total acceleration [m/s^2],Horizontal acceleration [m/s^2],Vertical acceleration [m/s^2],Mach number,Dynamic pressure [kPa],Specific orbital energy [MJ/kg],Perigee altitude [km]
237,111,2044,110.6,2044.1,189.5,1995.3,440.9,10.2,9.5,-3.6,nan,nan,-58.4,-6041.9
238,111,2051,111.0,2051.7,191.5,2003.9,437.8,10.2,9.5,-3.6,nan,nan,-58.4,-6039.5
239,112,2060,111.5,2060.4,193.5,2013.6,434.7,10.2,9.5,-3.5,nan,nan,-58.4,-6036.7
240,112,2070,111.9,2069.4,195.6,2023.5,431.6,10.2,9.6,-3.5,nan,nan,-58.3,-6033.5
241,112,2078,112.4,2077.9,197.6,2033.0,427.8,10.2,9.6,-3.5,nan,nan,-58.3,-6030.9
242,113,2086,112.8,2086.4,199.6,2042.4,424.0,10.3,9.6,-3.5,nan,nan,-58.3,-6028.4
243,113,2096,113.2,2095.3,201.7,2052.2,420.9,10.3,9.7,-3.5,nan,nan,-58.3,-6025.2
244,114,2105,113.7,2104.6,203.7,2062.5,417.1,10.3,9.7,-3.5,nan,nan,-58.2,-6022.2
245,114,2114,114.1,2113.2,205.8,2072.0,413.2,10.3,9.7,-3.5,nan,nan,-58.2,-6019.2
246,115,2121,114.5,2122.1,207.9,2081.7,410.1,10.4,9.8,-3.5,nan,nan,-58.2,-6016.7
247,115,2131,114.9,2130.8,210.0,2091.3,406.3,10.4,9.8,-3.4,nan,nan,-58.2,-6013.4
248,115,2140,115.3,2140.0,212.1,2101.3,403.2,10.4,9.8,-3.4,nan,nan,-58.1,-6010.6
249,116,2149,115.7,2149.4,214.2,2111.5,400.2,10.4,9.8,-3.4,nan,nan,-58.1,-6007.6
250,116,2159,116.1,2158.4,216.3,2121.3,396.3,10.4,9.8,-3.4,nan,nan,-58.1,-6004.1
251,117,2167,116.5,2167.1,218.5,2130.8,393.2,10.4,9.9,-3.3,nan,nan,-58.1,-6001.6
252,117,2175,116.9,2175.6,220.6,2140.1,390.2,10.4,9.9,-3.3,nan,nan,-58.0,-5998.8
253,117,2185,117.3,2184.8,222.7,2150.0,387.1,10.5,9.9,-3.3,nan,nan,-58.0,-5995.5
254,118,2194,117.7,2194.4,224.9,2160.4,384.0,10.5,10.0,-3.3,nan,nan,-58.0,-5992.4
255,118,2204,118.0,2203.7,227.1,2170.4,381.0,10.6,10.0,-3.3,nan,nan,-57.9,-5989.2
256,118,2213,118.4,2213.0,229.3,2180.4,377.1,10.6,10.1,-3.3,nan,nan,-57.9,-5986.1
257,119,2222,118.8,2223.0,231.4,2191.1,372.5,10.6,10.1,-3.3,nan,nan,-57.9,-5982.9
258,119,2234,119.1,2232.6,233.6,2201.4,368.7,10.6,10.1,-3.2,nan,nan,-57.8,-5978.9
259,120,2242,119.5,2241.7,235.9,2211.1,365.6,10.7,10.2,-3.2,nan,nan,-57.8,-5976.2
260,120,2249,119.9,2250.6,238.1,2220.7,361.8,10.7,10.2,-3.2,nan,nan,-57.8,-5973.5
261,120,2261,120.2,2260.2,240.3,2231.0,358.7,10.7,10.3,-3.1,nan,nan,-57.8,-5969.7
262,121,2271,120.6,2270.3,242.6,2241.7,356.4,10.7,10.3,-3.1,nan,nan,-57.7,-5966.3
263,121,2280,120.9,2280.2,244.8,2252.2,353.3,10.8,10.3,-3.1,nan,nan,-57.7,-5963.1
264,121,2290,121.3,2289.8,247.1,2262.5,349.5,10.8,10.3,-3.1,nan,nan,-57.7,-5959.4
265,122,2299,121.6,2298.8,249.3,2272.0,346.4,10.8,10.3,-3.1,nan,nan,-57.6,-5956.2
266,122,2307,122.0,2307.9,251.6,2281.7,344.1,10.8,10.4,-3.1,nan,nan,-57.6,-5953.7
267,122,2318,122.3,2317.1,253.9,2291.5,340.2,10.9,10.4,-3.1,nan,nan,-57.6,-5949.9
268,123,2327,122.7,2327.2,256.2,2302.2,337.2,10.9,10.5,-3.1,nan,nan,-57.6,-5946.4
269,123,2337,123.0,2337.4,258.5,2312.9,334.9,11.0,10.6,-3.1,nan,nan,-57.5,-5943.0
270,123,2348,123.3,2348.1,260.9,2324.1,331.8,11.1,10.6,-3.1,nan,nan,-57.5,-5939.1
271,124,2359,123.7,2358.7,263.2,2335.3,328.7,11.1,10.7,-3.0,nan,nan,-57.5,-5935.2
272,124,2369,124.0,2368.5,265.5,2345.6,326.4,11.1,10.7,-3.0,nan,nan,-57.4,-5931.7
273,124,2378,124.3,2377.9,267.9,2355.5,324.1,11.1,10.7,-3.0,nan,nan,-57.4,-5928.6
274,125,2387,124.6,2388.5,270.3,2366.7,321.0,11.2,10.8,-3.0,nan,nan,-57.4,-5925.1
275,125,2401,125.0,2400.1,272.6,2378.7,318.0,11.2,10.8,-2.9,nan,nan,-57.3,-5920.3
276,125,2412,125.2,2411.4,275.0,2390.5,314.9,11.2,10.8,-2.9,nan,nan,-57.3,-5916.2
277,126,2421,125.6,2420.9,277.4,2400.5,312.6,11.3,10.9,-2.9,nan,nan,-57.3,-5912.9
278,126,2429,125.9,2430.2,279.8,2410.2,311.1,11.3,11.0,-2.9,nan,nan,-57.2,-5909.9
